,time,albedo,bare_ice_area,albedo_gris,bare_ice_area_gris
0,2017-04-01,0.8408882897321067,1243,0.841698043629911,1132
1,2017-04-02,0.8449943686359114,1200,0.845677026843451,1074
2,2017-04-03,0.847169889347631,1098,0.8476679909956302,985
3,2017-04-04,0.8501227642975547,1833,0.8505802827270453,1577
4,2017-04-05,0.8532485658685397,1589,0.8536511283109645,1269
5,2017-04-06,0.8535328113152784,1641,0.8536984703498902,1310
6,2017-04-07,0.8537574863784905,1385,0.8537990710405712,1070
7,2017-04-08,0.8535776530556339,1383,0.853599801732632,1045
8,2017-04-09,0.8529364747474827,2003,0.8529797031841682,1599
9,2017-04-10,0.8527053552013169,2430,0.8528014570197737,1887
10,2017-04-11,0.8527200486993107,2631,0.8528606052570926,2023
11,2017-04-12,0.8510205714918805,2865,0.8511655479162032,2269
12,2017-04-13,0.8502484454997211,2230,0.8504159554171261,1642
13,2017-04-14,0.8509535142543567,2157,0.8511300270586956,1576
14,2017-04-15,0.8512293733609643,2063,0.8514150335730426,1459
15,2017-04-16,0.8505234209419354,2169,0.8507143929797352,1545
16,2017-04-17,0.8497789293128736,2232,0.8499593295628034,1556
17,2017-04-18,0.849812183089907,2204,0.8499897647349849,1535
18,2017-04-19,0.8498705863290104,2510,0.8500907998596229,1816
19,2017-04-20,0.852083856573126,2243,0.8523416032582181,1539
20,2017-04-21,0.8513436541097227,2269,0.8515935619587989,1538
21,2017-04-22,0.8509523833895115,2418,0.8511617011239634,1647
22,2017-04-23,0.8504230479751397,2449,0.8506241836844403,1646
23,2017-04-24,0.8496298411767379,2425,0.8498264671985856,1625
24,2017-04-25,0.8490898599405412,2508,0.8492906125860588,1694
25,2017-04-26,0.8485881694920707,2463,0.8487951339186257,1644
26,2017-04-27,0.8483658606157202,2735,0.8485809269227377,1895
27,2017-04-28,0.8508936850345792,2733,0.8511494757914477,1879
28,2017-04-29,0.8498662747943609,2581,0.850091671711302,1696
29,2017-04-30,0.8454582381014144,2624,0.8456346114873862,1731
30,2017-05-01,0.8427350037441405,3074,0.8429650806296315,2112
31,2017-05-02,0.8385474574057745,2896,0.8388074994531061,1950
32,2017-05-03,0.8384144365222432,3132,0.8387143578545313,2128
33,2017-05-04,0.8382145799705629,3507,0.8387591495841037,2266
34,2017-05-05,0.8360058471451356,5118,0.8371609947885669,2960
35,2017-05-06,0.8267238096322893,6410,0.8284057901594191,3882
36,2017-05-07,0.825301176677717,7600,0.8269574769428804,4505
37,2017-05-08,0.8247732453456375,8026,0.8264682274943789,4644
38,2017-05-09,0.8265358287103372,8104,0.8283231205160124,4741
39,2017-05-10,0.8250957735750353,8804,0.8272282265470116,5206
40,2017-05-11,0.8257625019710364,8773,0.8278173039981449,5104
41,2017-05-12,0.8269822285720381,8774,0.8289626572832931,5077
42,2017-05-13,0.8236712067468803,8586,0.8255971804974008,4892
43,2017-05-14,0.8243152794200009,8403,0.8262168432737808,4733
44,2017-05-15,0.8227226850065608,8511,0.8245555887650259,4820
45,2017-05-16,0.8235535341593634,8650,0.8254195115589249,4967
46,2017-05-17,0.8229451599786176,8502,0.8247549866416518,4855
47,2017-05-18,0.82209300364288,8585,0.8238848251675841,4970
48,2017-05-19,0.8229791203663158,8809,0.8247687747086692,5101
49,2017-05-20,0.8219465552793227,9614,0.8237549032420447,5600
50,2017-05-21,0.820126415241382,9903,0.8222776559479861,5710
51,2017-05-22,0.819895514708736,10411,0.8219673370678992,6162
52,2017-05-23,0.8184976648821803,10503,0.8206546260270933,6240
53,2017-05-24,0.8169468121704438,10616,0.8191419834873875,6328
54,2017-05-25,0.8169719206896429,10671,0.8193151839577238,6319
55,2017-05-26,0.8192341516318343,10809,0.8215444043264771,6384
56,2017-05-27,0.8182360739448254,11050,0.8204707829676844,6556
57,2017-05-28,0.8173070891290701,11149,0.8195134479772729,6640
58,2017-05-29,0.8180515928169168,11165,0.8202428287456651,6654
59,2017-05-30,0.8206984050654684,11249,0.822930291298545,6713
60,2017-05-31,0.819557725928503,11268,0.8220028879380836,6692
61,2017-06-01,0.816607751621677,11817,0.8190293791465177,7084
62,2017-06-02,0.8172837108598864,12162,0.8197660858318101,7229
63,2017-06-03,0.8146652704670237,12490,0.8173706057654109,7498
64,2017-06-04,0.8126633236621416,12835,0.8152774886083237,7725
65,2017-06-05,0.8128597879098526,13379,0.8153950643525157,8053
66,2017-06-06,0.8138592817592364,13792,0.8164366238969655,8424
67,2017-06-08,0.8107984033555362,14091,0.8135551473177565,8567
