,time,albedo,bare_ice_area,albedo_gris,bare_ice_area_gris
0,2020-04-07,0.8554398,450,0.85543734,286
1,2020-04-08,0.8528233,591,0.8527229,420
2,2020-04-09,0.8509768,939,0.85085976,697
3,2020-04-10,0.850442,1366,0.8503506,1060
4,2020-04-11,0.849594,1656,0.84952205,1257
5,2020-04-12,0.84922737,1733,0.8491474,1310
6,2020-04-13,0.84886926,1902,0.84892124,1373
7,2020-04-14,0.8483351,2048,0.84839046,1488
8,2020-04-15,0.84746844,2157,0.8475219,1561
9,2020-04-16,0.8469645,2185,0.847012,1582
10,2020-04-17,0.84645444,2267,0.8465099,1643
11,2020-04-18,0.846102,2418,0.8462003,1746
12,2020-04-19,0.8454324,2711,0.8456044,1853
13,2020-04-20,0.844551,2872,0.8448919,1875
14,2020-04-21,0.84374374,3205,0.8441319,2114
15,2020-04-22,0.842546,3896,0.8429795,2683
16,2020-04-23,0.8417423,5020,0.8423652,3445
17,2020-04-24,0.84082305,6229,0.8417898,4037
18,2020-04-25,0.8397211,7320,0.8409465,4616
19,2020-04-26,0.839074,7788,0.84048426,4805
20,2020-04-27,0.8387449,8252,0.84026974,5045
21,2020-04-28,0.83769745,9518,0.83953995,5433
22,2020-04-30,0.8374238,9730,0.8393438,5548
23,2020-05-01,0.8366929,9869,0.83861923,5629
24,2020-05-02,0.83641475,9957,0.83836544,5689
25,2020-05-03,0.8363222,9974,0.838258,5717
26,2020-05-04,0.8358837,9974,0.8378214,5719
27,2020-05-05,0.8357636,9910,0.83771694,5678
28,2020-05-06,0.8355907,9902,0.8375431,5668
29,2020-05-07,0.83385724,9765,0.8359622,5569
30,2020-05-08,0.8331452,9794,0.83537894,5575
31,2020-05-09,0.83289444,9996,0.83514905,5725
32,2020-05-10,0.8317046,9972,0.83392966,5708
33,2020-05-11,0.8292723,10207,0.8314607,5878
34,2020-05-12,0.82702035,10513,0.8292531,5950
35,2020-05-13,0.82702035,10513,0.8292531,5950
36,2020-05-18,0.82702035,10513,0.8292531,5950
37,2020-05-19,0.8167464,14444,0.81927454,9400
38,2020-05-20,0.81531715,15136,0.8178297,9957
39,2020-05-21,0.8146029,15572,0.81702936,10218
40,2020-05-22,0.81426996,15686,0.81669635,10247
41,2020-05-23,0.8144867,15766,0.81689453,10272
42,2020-05-24,0.8148956,15785,0.81732553,10278
43,2020-05-25,0.81500995,15900,0.8174468,10349
44,2020-05-26,0.8156378,15936,0.81809926,10368
45,2020-05-27,0.81605804,15846,0.8185551,10248
46,2020-05-28,0.8168093,15841,0.8193201,10243
47,2020-05-29,0.81738764,15926,0.81992185,10317
48,2020-05-30,0.8189222,15773,0.82146806,10173
49,2020-05-31,0.81999314,15707,0.82261425,10063
50,2020-06-01,0.82015693,15884,0.8227834,10191
51,2020-06-02,0.82032365,16353,0.82293373,10514
52,2020-06-03,0.8204685,16659,0.8230872,10642
53,2020-06-04,0.8204015,17096,0.82301956,11094
54,2020-06-05,0.82105243,17216,0.8236949,11220
55,2020-06-06,0.8209256,17681,0.82363325,11658
56,2020-06-07,0.821465,17710,0.8242401,11673
57,2020-06-08,0.8218879,17781,0.8247227,11723
58,2020-06-09,0.8224476,17651,0.8252852,11624
59,2020-06-10,0.8222539,18458,0.82515526,12150
60,2020-06-11,0.8218973,19248,0.82485634,12825
61,2020-06-12,0.8226925,19364,0.8257576,12654
62,2020-06-13,0.8211882,20377,0.8243153,13371
63,2020-06-14,0.82006633,21313,0.8232517,13900
64,2020-06-15,0.8189681,23223,0.82216305,15636
65,2020-06-16,0.81773776,24222,0.82095003,16594
66,2020-06-17,0.8167992,25471,0.82025504,17630
67,2020-06-18,0.8154059,27754,0.81913763,19164
68,2020-06-19,0.8142606,28733,0.8181338,19863
69,2020-06-20,0.81266785,30215,0.816585,20831
70,2020-06-21,0.8105538,31670,0.8145233,22079
71,2020-06-22,0.8077739,34164,0.8118271,24048
72,2020-06-23,0.8061186,35759,0.8102513,25393
73,2020-06-24,0.8048458,37823,0.8090553,27245
74,2020-06-25,0.8026669,41585,0.8068993,30727
75,2020-06-26,0.8010964,45522,0.8054244,34154
76,2020-06-27,0.79851615,51947,0.80284053,40317
77,2020-06-28,0.7969731,54723,0.8013775,42677
78,2020-06-29,0.7949217,60579,0.7999004,45944
79,2020-06-30,0.79360497,63836,0.7989447,47549
80,2020-07-01,0.78956443,69089,0.7948827,52263
81,2020-07-02,0.78956443,69089,0.7948827,52263
82,2020-07-03,0.7874598,72669,0.7927594,55414
83,2020-07-04,0.7864061,75333,0.7917442,57724
84,2020-07-05,0.785671,76759,0.7910951,58490
85,2020-07-06,0.7851254,79002,0.79054606,60611
86,2020-07-07,0.7846548,82130,0.7901825,63107
87,2020-07-08,0.78411424,84007,0.78965855,64769
88,2020-07-09,0.7842958,84621,0.7898495,65363
89,2020-07-10,0.7845195,86446,0.7901745,66782
90,2020-07-11,0.7848578,89516,0.7905842,69619
91,2020-07-12,0.785247,91476,0.79100186,71519
92,2020-07-13,0.7856973,94457,0.79149395,74316
93,2020-07-14,0.7867951,94353,0.792663,74243
94,2020-07-15,0.7868026,98200,0.7930947,75694
95,2020-07-16,0.7871514,100280,0.7935331,77475
96,2020-07-17,0.78502893,112786,0.7914552,89338
97,2020-07-18,0.7822913,119214,0.788722,95146
98,2020-07-19,0.7809889,121804,0.7875145,97340
99,2020-07-20,0.7796554,125088,0.7861689,100394
100,2020-07-21,0.77921194,126873,0.78573304,102029
101,2020-07-22,0.7785753,128796,0.7851267,103713
102,2020-07-23,0.7773544,132578,0.78399986,106491
103,2020-07-24,0.7771589,134362,0.7841542,106231
