site,t0_melt,t1_melt,hours melt,t0rain,t1rain,hours rain,alb0,alb1,height change 1,height change 2
NUK_U,2021-08-07 01:00:00,2021-08-21 23:00:00,351,2021-08-08 17:00:00,2021-08-21 23:00:00,318,0.77,0.35,-0.39,nan
