site,t0_melt,t1_melt,hours melt,t0rain,t1rain,hours rain,alb0,alb1,height change 1,height change 2
SDM,2021-08-11 07:00:00,2021-08-20 17:00:00,102,2021-08-16 00:00:00,2021-08-20 17:00:00,44,0.84,0.73,-0.21,-0.19
