site,t0_melt,t1_melt,hours melt,t0rain,t1rain,hours rain,alb0,alb1,height change 1,height change 2
NSE,2021-08-13 17:00:00,2021-08-15 21:00:00,52,2021-08-13 18:00:00,2021-08-16 10:00:00,51,0.76,0.71,-0.10,-0.12
