site,time,year,month,day,hour,doy,          T,rain,alb,height
SWC,2021-08-15 11:00:00,2021,08,15,11,227,1.22,10.9,0.594,-0.160
SWC,2021-08-15 12:00:00,2021,08,15,12,227,0.98,11.2,0.596,-0.158
SWC,2021-08-15 13:00:00,2021,08,15,13,227,0.95,11.2,0.598,-0.156
SWC,2021-08-15 14:00:00,2021,08,15,14,227,1.10,11.2,0.599,-0.150
SWC,2021-08-15 15:00:00,2021,08,15,15,227,1.05,11.2,0.599,-0.155
SWC,2021-08-15 16:00:00,2021,08,15,16,227,1.02,11.2,0.599,-0.158
SWC,2021-08-15 17:00:00,2021,08,15,17,227,0.98,11.2,0.599,-0.175
SWC,2021-08-15 18:00:00,2021,08,15,18,227,1.00,11.2,0.599,-0.171
SWC,2021-08-15 19:00:00,2021,08,15,19,227,1.02,11.2,0.598,-0.156
SWC,2021-08-15 20:00:00,2021,08,15,20,227,1.07,11.2,0.596,-0.154
SWC,2021-08-15 21:00:00,2021,08,15,21,227,1.12,11.2,0.595,-0.173
SWC,2021-08-15 22:00:00,2021,08,15,22,227,1.10,11.2,0.594,-0.165
SWC,2021-08-15 23:00:00,2021,08,15,23,227,1.10,11.2,0.594,-0.162
SWC,2021-08-16 00:00:00,2021,08,16,00,228,1.42,11.2,0.595,-0.169
SWC,2021-08-16 01:00:00,2021,08,16,01,228,1.50,11.2,0.597,-0.182
SWC,2021-08-16 02:00:00,2021,08,16,02,228,1.52,11.2,0.598,-0.170
SWC,2021-08-16 03:00:00,2021,08,16,03,228,1.47,11.2,0.600,-0.182
SWC,2021-08-16 04:00:00,2021,08,16,04,228,1.55,11.2,0.605,-0.171
SWC,2021-08-16 05:00:00,2021,08,16,05,228,1.57,11.2,0.612,-0.172
SWC,2021-08-16 06:00:00,2021,08,16,06,228,1.32,11.2,0.617,-0.174
SWC,2021-08-16 07:00:00,2021,08,16,07,228,1.20,11.2,0.620,-0.174
SWC,2021-08-16 08:00:00,2021,08,16,08,228,1.55,11.2,0.621,-0.169
SWC,2021-08-16 09:00:00,2021,08,16,09,228,1.97,11.2,0.624,-0.166
SWC,2021-08-16 10:00:00,2021,08,16,10,228,2.13,11.2,0.624,-0.172
SWC,2021-08-16 11:00:00,2021,08,16,11,228,2.10,11.2,0.626,-0.177
SWC,2021-08-16 12:00:00,2021,08,16,12,228,2.05,11.2,0.629,-0.174
SWC,2021-08-16 13:00:00,2021,08,16,13,228,2.05,11.2,0.631,-0.176
SWC,2021-08-16 14:00:00,2021,08,16,14,228,1.65,11.2,0.631,-0.182
SWC,2021-08-16 15:00:00,2021,08,16,15,228,1.32,11.2,0.632,-0.199
SWC,2021-08-16 16:00:00,2021,08,16,16,228,1.20,11.2,0.631,-0.189
SWC,2021-08-16 17:00:00,2021,08,16,17,228,1.17,11.2,0.632,-0.184
SWC,2021-08-16 18:00:00,2021,08,16,18,228,0.93,11.2,0.632,-0.187
SWC,2021-08-16 19:00:00,2021,08,16,19,228,0.88,11.2,0.631,-0.190
SWC,2021-08-16 20:00:00,2021,08,16,20,228,0.83,11.2,0.631,-0.186
SWC,2021-08-16 21:00:00,2021,08,16,21,228,0.83,11.2,0.630,-0.205
SWC,2021-08-16 22:00:00,2021,08,16,22,228,0.98,11.2,0.629,-0.182
SWC,2021-08-16 23:00:00,2021,08,16,23,228,0.93,11.2,0.628,-0.175
SWC,2021-08-17 00:00:00,2021,08,17,00,229,1.05,11.2,0.628,-0.181
SWC,2021-08-17 01:00:00,2021,08,17,01,229,1.12,11.2,0.627,-0.188
SWC,2021-08-17 02:00:00,2021,08,17,02,229,1.32,11.2,0.627,-0.184
SWC,2021-08-17 03:00:00,2021,08,17,03,229,1.30,11.2,0.626,-0.185
SWC,2021-08-17 04:00:00,2021,08,17,04,229,1.42,11.2,0.628,-0.178
SWC,2021-08-17 05:00:00,2021,08,17,05,229,1.22,11.2,0.630,-0.188
SWC,2021-08-17 06:00:00,2021,08,17,06,229,1.07,11.2,0.635,-0.182
SWC,2021-08-17 07:00:00,2021,08,17,07,229,0.97,11.2,0.642,-0.182
SWC,2021-08-17 08:00:00,2021,08,17,08,229,1.30,11.2,0.648,-0.184
SWC,2021-08-17 09:00:00,2021,08,17,09,229,1.87,11.2,0.653,-0.187
SWC,2021-08-17 10:00:00,2021,08,17,10,229,1.87,11.2,0.656,-0.188
SWC,2021-08-17 11:00:00,2021,08,17,11,229,2.40,11.2,0.660,-0.191
SWC,2021-08-17 12:00:00,2021,08,17,12,229,2.72,11.2,0.663,-0.190
SWC,2021-08-17 13:00:00,2021,08,17,13,229,3.03,11.2,0.665,-0.188
SWC,2021-08-17 14:00:00,2021,08,17,14,229,3.43,11.2,0.666,-0.200
SWC,2021-08-17 15:00:00,2021,08,17,15,229,3.70,11.2,0.667,-0.197
SWC,2021-08-17 16:00:00,2021,08,17,16,229,3.60,11.2,0.668,-0.214
SWC,2021-08-17 17:00:00,2021,08,17,17,229,4.03,11.2,0.668,-0.230
SWC,2021-08-17 18:00:00,2021,08,17,18,229,3.18,11.2,0.669,-0.209
SWC,2021-08-17 19:00:00,2021,08,17,19,229,2.62,11.2,0.669,-0.219
SWC,2021-08-17 20:00:00,2021,08,17,20,229,2.55,11.2,0.669,-0.223
SWC,2021-08-17 21:00:00,2021,08,17,21,229,2.37,11.2,0.669,-0.225
SWC,2021-08-17 22:00:00,2021,08,17,22,229,2.30,11.2,0.670,-0.233
SWC,2021-08-17 23:00:00,2021,08,17,23,229,2.27,11.2,0.671,-0.234
SWC,2021-08-18 00:00:00,2021,08,18,00,230,2.35,11.2,0.673,-0.235
SWC,2021-08-18 01:00:00,2021,08,18,01,230,1.98,11.2,0.675,-0.248
SWC,2021-08-18 02:00:00,2021,08,18,02,230,2.10,11.2,0.677,-0.251
SWC,2021-08-18 03:00:00,2021,08,18,03,230,2.28,11.2,0.679,-0.236
SWC,2021-08-18 04:00:00,2021,08,18,04,230,2.30,11.2,0.680,-0.231
SWC,2021-08-18 05:00:00,2021,08,18,05,230,2.37,11.2,0.678,-0.229
SWC,2021-08-18 06:00:00,2021,08,18,06,230,2.35,11.2,0.675,-0.235
SWC,2021-08-18 07:00:00,2021,08,18,07,230,2.25,11.2,0.670,-0.235
SWC,2021-08-18 08:00:00,2021,08,18,08,230,2.13,11.2,0.666,-0.233
SWC,2021-08-18 09:00:00,2021,08,18,09,230,2.02,11.2,0.661,-0.234
SWC,2021-08-18 10:00:00,2021,08,18,10,230,1.97,11.2,0.657,-0.237
SWC,2021-08-18 11:00:00,2021,08,18,11,230,2.17,11.2,0.657,-0.239
SWC,2021-08-18 12:00:00,2021,08,18,12,230,2.33,11.2,0.657,-0.244
SWC,2021-08-18 13:00:00,2021,08,18,13,230,2.25,11.2,0.656,-0.238
SWC,2021-08-18 14:00:00,2021,08,18,14,230,2.00,11.2,0.656,-0.238
SWC,2021-08-18 15:00:00,2021,08,18,15,230,1.85,11.2,0.656,-0.240
SWC,2021-08-18 16:00:00,2021,08,18,16,230,1.83,11.2,0.657,-0.267
SWC,2021-08-18 17:00:00,2021,08,18,17,230,1.80,11.2,0.657,-0.258
SWC,2021-08-18 18:00:00,2021,08,18,18,230,1.72,11.2,0.658,-0.256
SWC,2021-08-18 19:00:00,2021,08,18,19,230,2.12,11.2,0.658,-0.247
SWC,2021-08-18 20:00:00,2021,08,18,20,230,2.43,11.2,0.658,-0.269
SWC,2021-08-18 21:00:00,2021,08,18,21,230,2.77,11.2,0.658,-0.260
SWC,2021-08-18 22:00:00,2021,08,18,22,230,2.63,11.2,0.657,-0.278
SWC,2021-08-18 23:00:00,2021,08,18,23,230,2.30,11.2,0.657,-0.288
SWC,2021-08-19 00:00:00,2021,08,19,00,231,2.17,11.2,0.656,-0.269
SWC,2021-08-19 01:00:00,2021,08,19,01,231,2.32,11.2,0.656,-0.277
SWC,2021-08-19 02:00:00,2021,08,19,02,231,2.62,11.2,0.658,-0.278
SWC,2021-08-19 03:00:00,2021,08,19,03,231,2.72,11.2,0.659,-0.277
SWC,2021-08-19 04:00:00,2021,08,19,04,231,2.72,11.2,0.659,-0.279
SWC,2021-08-19 05:00:00,2021,08,19,05,231,2.77,11.2,0.661,-0.290
SWC,2021-08-19 06:00:00,2021,08,19,06,231,2.73,11.2,0.661,-0.279
SWC,2021-08-19 07:00:00,2021,08,19,07,231,3.10,11.2,0.663,-0.292
SWC,2021-08-19 08:00:00,2021,08,19,08,231,3.20,11.2,0.668,-0.282
SWC,2021-08-19 09:00:00,2021,08,19,09,231,2.55,11.2,0.666,-0.283
SWC,2021-08-19 10:00:00,2021,08,19,10,231,2.12,11.2,0.665,-0.284
SWC,2021-08-19 11:00:00,2021,08,19,11,231,1.88,11.2,0.667,-0.283
SWC,2021-08-19 12:00:00,2021,08,19,12,231,2.05,11.2,0.669,-0.289
SWC,2021-08-19 13:00:00,2021,08,19,13,231,2.08,11.2,0.672,-0.308
SWC,2021-08-19 14:00:00,2021,08,19,14,231,2.48,11.2,0.672,-0.294
SWC,2021-08-19 15:00:00,2021,08,19,15,231,2.67,11.2,0.672,-0.290
SWC,2021-08-19 16:00:00,2021,08,19,16,231,2.60,11.2,0.672,-0.310
SWC,2021-08-19 17:00:00,2021,08,19,17,231,2.45,11.2,0.671,-0.302
SWC,2021-08-19 18:00:00,2021,08,19,18,231,2.73,11.2,0.671,-0.302
SWC,2021-08-19 19:00:00,2021,08,19,19,231,2.32,11.2,0.670,-0.313
SWC,2021-08-19 20:00:00,2021,08,19,20,231,2.38,11.2,0.670,-0.317
SWC,2021-08-19 21:00:00,2021,08,19,21,231,2.47,11.2,0.670,-0.313
SWC,2021-08-19 22:00:00,2021,08,19,22,231,2.43,11.2,0.671,-0.315
SWC,2021-08-19 23:00:00,2021,08,19,23,231,2.38,11.2,0.670,-0.316
SWC,2021-08-20 00:00:00,2021,08,20,00,232,1.95,11.2,0.670,-0.308
SWC,2021-08-20 01:00:00,2021,08,20,01,232,2.02,11.2,0.671,-0.314
SWC,2021-08-20 02:00:00,2021,08,20,02,232,2.15,11.2,0.672,-0.321
SWC,2021-08-20 03:00:00,2021,08,20,03,232,1.70,11.2,0.673,-0.317
SWC,2021-08-20 04:00:00,2021,08,20,04,232,1.48,11.2,0.671,-0.313
SWC,2021-08-20 05:00:00,2021,08,20,05,232,1.43,11.2,0.668,-0.316
SWC,2021-08-20 06:00:00,2021,08,20,06,232,1.70,11.2,0.665,-0.315
SWC,2021-08-20 07:00:00,2021,08,20,07,232,1.87,11.2,0.665,-0.327
SWC,2021-08-20 08:00:00,2021,08,20,08,232,1.77,11.2,0.667,-0.335
SWC,2021-08-20 09:00:00,2021,08,20,09,232,1.43,11.2,0.669,-0.325
SWC,2021-08-20 10:00:00,2021,08,20,10,232,1.38,11.2,0.671,-0.324
SWC,2021-08-20 11:00:00,2021,08,20,11,232,1.53,11.2,0.672,-0.329
SWC,2021-08-20 12:00:00,2021,08,20,12,232,1.80,11.2,0.675,-0.305
SWC,2021-08-20 13:00:00,2021,08,20,13,232,2.12,11.2,0.677,-0.313
SWC,2021-08-20 14:00:00,2021,08,20,14,232,2.23,11.2,0.679,-0.315
SWC,2021-08-20 15:00:00,2021,08,20,15,232,2.35,11.2,0.681,-0.310
SWC,2021-08-20 16:00:00,2021,08,20,16,232,2.43,11.2,0.680,-0.319
SWC,2021-08-20 17:00:00,2021,08,20,17,232,2.45,11.2,0.680,-0.326
SWC,2021-08-20 18:00:00,2021,08,20,18,232,2.50,11.2,0.680,-0.316
SWC,2021-08-20 19:00:00,2021,08,20,19,232,2.58,11.2,0.680,-0.321
SWC,2021-08-20 20:00:00,2021,08,20,20,232,2.72,11.2,0.680,-0.340
SWC,2021-08-20 21:00:00,2021,08,20,21,232,2.80,11.2,0.680,-0.334
SWC,2021-08-20 22:00:00,2021,08,20,22,232,2.55,11.2,0.679,-0.340
SWC,2021-08-20 23:00:00,2021,08,20,23,232,2.82,11.2,0.680,-0.336
SWC,2021-08-21 00:00:00,2021,08,21,00,233,2.87,11.2,0.680,-0.338
SWC,2021-08-21 01:00:00,2021,08,21,01,233,2.40,11.2,0.680,-0.334
SWC,2021-08-21 02:00:00,2021,08,21,02,233,2.25,11.2,0.680,-0.331
SWC,2021-08-21 03:00:00,2021,08,21,03,233,1.90,11.2,0.680,-0.333
SWC,2021-08-21 04:00:00,2021,08,21,04,233,1.88,11.2,0.680,-0.332
SWC,2021-08-21 05:00:00,2021,08,21,05,233,1.90,11.2,0.679,-0.333
SWC,2021-08-21 06:00:00,2021,08,21,06,233,1.38,11.2,0.678,-0.331
SWC,2021-08-21 07:00:00,2021,08,21,07,233,1.88,11.2,0.676,-0.330
SWC,2021-08-21 08:00:00,2021,08,21,08,233,1.95,11.2,0.674,-0.333
SWC,2021-08-21 09:00:00,2021,08,21,09,233,1.87,11.2,0.673,-0.332
SWC,2021-08-21 10:00:00,2021,08,21,10,233,2.05,11.2,0.673,-0.332
SWC,2021-08-21 11:00:00,2021,08,21,11,233,1.87,11.2,0.675,-0.332
SWC,2021-08-21 12:00:00,2021,08,21,12,233,2.30,11.2,0.677,-0.334
SWC,2021-08-21 13:00:00,2021,08,21,13,233,2.38,11.2,0.679,-0.332
SWC,2021-08-21 14:00:00,2021,08,21,14,233,2.72,11.2,0.683,-0.333
SWC,2021-08-21 15:00:00,2021,08,21,15,233,3.03,11.2,0.685,-0.333
SWC,2021-08-21 16:00:00,2021,08,21,16,233,3.22,11.2,0.686,-0.339
SWC,2021-08-21 17:00:00,2021,08,21,17,233,3.32,11.2,0.686,-0.339
SWC,2021-08-21 18:00:00,2021,08,21,18,233,3.02,11.2,0.686,-0.341
SWC,2021-08-21 19:00:00,2021,08,21,19,233,3.23,11.2,0.686,-0.346
SWC,2021-08-21 20:00:00,2021,08,21,20,233,3.20,11.2,0.686,-0.346
SWC,2021-08-21 21:00:00,2021,08,21,21,233,3.50,11.2,0.686,-0.351
SWC,2021-08-21 22:00:00,2021,08,21,22,233,3.58,11.2,0.686,-0.350
SWC,2021-08-21 23:00:00,2021,08,21,23,233,3.48,11.2,0.686,-0.352
SWC,2021-08-22 00:00:00,2021,08,22,00,234,3.15,11.2,0.688,-0.349
SWC,2021-08-22 01:00:00,2021,08,22,01,234,3.27,11.2,0.690,-0.352
SWC,2021-08-22 02:00:00,2021,08,22,02,234,3.13,11.2,0.691,-0.353
SWC,2021-08-22 03:00:00,2021,08,22,03,234,2.70,11.2,0.692,-0.351
SWC,2021-08-22 04:00:00,2021,08,22,04,234,2.73,11.2,0.691,-0.353
SWC,2021-08-22 05:00:00,2021,08,22,05,234,2.65,11.2,0.690,-0.350
SWC,2021-08-22 06:00:00,2021,08,22,06,234,2.40,11.2,0.691,-0.354
SWC,2021-08-22 07:00:00,2021,08,22,07,234,2.43,11.2,0.691,-0.353
SWC,2021-08-22 08:00:00,2021,08,22,08,234,2.25,11.2,0.691,-0.350
SWC,2021-08-22 09:00:00,2021,08,22,09,234,1.93,11.2,0.691,-0.349
SWC,2021-08-22 10:00:00,2021,08,22,10,234,1.93,11.2,0.691,-0.349
SWC,2021-08-22 11:00:00,2021,08,22,11,234,1.88,11.2,0.691,-0.352
SWC,2021-08-22 12:00:00,2021,08,22,12,234,1.93,11.2,0.692,-0.349
SWC,2021-08-22 13:00:00,2021,08,22,13,234,2.05,11.2,0.693,-0.350
SWC,2021-08-22 14:00:00,2021,08,22,14,234,2.03,11.2,0.694,-0.349
SWC,2021-08-22 15:00:00,2021,08,22,15,234,2.02,11.2,0.696,-0.347
SWC,2021-08-22 16:00:00,2021,08,22,16,234,2.02,11.2,0.696,-0.347
SWC,2021-08-22 17:00:00,2021,08,22,17,234,2.00,11.2,0.696,-0.349
SWC,2021-08-22 18:00:00,2021,08,22,18,234,2.00,11.2,0.696,-0.348
SWC,2021-08-22 19:00:00,2021,08,22,19,234,2.02,11.2,0.695,-0.350
SWC,2021-08-22 20:00:00,2021,08,22,20,234,2.17,11.2,0.695,-0.352
SWC,2021-08-22 21:00:00,2021,08,22,21,234,2.08,11.2,0.696,-0.357
